"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SSWN","Seaspan Corporation","23.1885","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","17.68","1584616321.6","n/a","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","15.2","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","14.95","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"SIR","Select Income REIT","18.97","1695425330.13","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sir",
"SEM","Select Medical Holdings Corporation","7.89","1035095743.38","n/a","2009","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","24.62","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","15.98","702037594.7","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","4.25","3491764521","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","97.11","24103716702.39","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"SNH","Senior Housing Properties Trust","13.95","3312728248.05","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snh",
"SNHN","Senior Housing Properties Trust","23.3","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snhn",
"ST","Sensata Technologies Holding N.V.","31.38","5345416089.78","n/a","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","54.97","2485810188.55","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","1.85","109458470.85","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","37.51","1244583788.03","n/a","2015","Finance","Real Estate","http://www.nasdaq.com/symbol/srg",
"SCI","Service Corporation International","22.11","4344743326.44","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","36.6","4955934593.4","n/a","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","49.99","7948410000","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SSE","Seventy Seven Energy Inc.","0.2711","15384049.0759","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/sse",
"SHAK","Shake Shack, Inc.","33.75","1223437500","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","16.58","7531076149.26","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","32.83","4682951436.52","n/a","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","252.71","23527431145.65","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","31.84","15098514850.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","10.74","1003846320","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","19.97","1120837338.32","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","26.27","947892975.59","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","10.79","2465312806.19","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","96.91","7707443018.88","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/sig",
"SBY","Silver Bay Realty Trust Corp.","12.57","453395839.89","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sby",
"SSNI","Silver Spring Networks, Inc.","10.68","537658775.76","n/a","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SLW","Silver Wheaton Corp","14.13","5709071988.45","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/slw",
"SPG","Simon Property Group, Inc.","181.21","56069650276.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","73.525","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","32.71","1579148160.59","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","39.47","4262760000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shi",
"SIX","Six Flags Entertainment Corporation New","47.77","4387063856.09","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/six",
"SJW","SJW Corporation","32.98","672196678.02","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","19.2","12551573990.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","27.17","4245240010.44","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SLG","SL Green Realty Corporation","82.72","8247436709.6","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","11.05","751121219.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SFS","Smart","15.21","1121539496.22","n/a","2014","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfs",
"SNN","Smith & Nephew SNATS, Inc.","31.48","14969072365.84","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","64.38","5666744210.04","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/aos",
"SNA","Snap-On Incorporated","141.36","8209339791.84","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sna",
"SQM","Sociedad Quimica y Minera S.A.","15.3","4026906817.2","n/a","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sqm",
"SLRA","Solar Capital Ltd.","23.622","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"SLH","Solera Holdings, Inc.","54.36","3712508426.52","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/slh",
"SAH","Sonic Automotive, Inc.","16.36","814900352.6","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","40.41","4078912015.44","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","20.79","26223784129.62","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","23.19","1549773762.81","n/a","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SFUN","SouFun Holdings Limited","5.02","2168836784","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"SOR","Source Capital, Inc.","64.3","556531932","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","26.18","1814128622.46","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sji",
"SXE","Southcross Energy Partners, L.P.","0.42","17066419.44","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SCE^F","Southern California Edison Company","25.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^f",
"SCE^G","Southern California Edison Company","24.71","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","25.1601","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","25.4464","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^j",
"SO","Southern Company (The)","49.21","44728884203.99","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","26.37","0","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/soja",
"SCCO","Southern Copper Corporation","25.1","19712941867","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","35.54","22677008937.28","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Corporation","60.54","2868106594.92","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","8.58","3298826122.02","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SWNC","Southwestern Energy Company","19.82","0","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SSS","Sovran Self Storage, Inc.","102.15","3694606146","n/a","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sss",
"SPA","Sparton Corporation","13.97","138193070.07","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
"SPE","Special Opportunities Fund Inc.","12.2","95520009.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe",
"SE","Spectra Energy Corp","28.06","18839785448.58","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/se",
"SEP","Spectra Energy Partners, LP","42.76","12912533697.84","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sep",
"SPB           ","Spectrum Brands Holdings, Inc.","93.51","5553141751.89","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb           ",
"TRK","Speedway Motorsports, Inc.","18.09","745749450.27","n/a","1995","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/trk",
"SPR","Spirit Aerosystems Holdings, Inc.","44.93","6307413177.23","n/a","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/spr",
"SRC","Spirit Realty Capital, Inc.","10.36","4572845372.76","n/a","2013","Consumer Services","Building operators","http://www.nasdaq.com/symbol/src",
"SRLP","Sprague Resources LP","17.16","361796738.16","n/a","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","2.72","10801727191.04","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","8.72","355816766","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","15.76","650699069.12","n/a","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","8.88","2929376748.72","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","14.98","1128436763.86","n/a","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/joe",
"STJ","St. Jude Medical, Inc.","50.72","14336529350.88","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stj",
"STAG","Stag Industrial, Inc.","15.5","1055198661.5","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stag",
"STAG^A","Stag Industrial, Inc.","25.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^a",
"STAG^B","Stag Industrial, Inc.","24.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^b",
"SSI","Stage Stores, Inc.","7.1","216977988","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ssi",
"SFG","StanCorp Financial Group, Inc.","114.82","4862156697.28","n/a","1999","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/sfg",
"SMP","Standard Motor Products, Inc.","34.1","772798649.7","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","67.43","865319749.8","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SWH","Stanley Black & Decker, Inc.","103.85","16229149195.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swh",
"SWJ","Stanley Black & Decker, Inc.","25.47","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","91.27","13665520770.05","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swk",
"STN","Stantec Inc","22.45","2120085910.1","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SGU","Star Gas Partners, L.P.","7.33","419855451.16","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","3.83","59697964.88","n/a","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"HOT","Starwood Hotels & Resorts Worldwide, Inc.","62.03","10482728897.03","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hot",
"STWD","STARWOOD PROPERTY TRUST, INC.","17.68","4202057720.64","n/a","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","53.73","21679308797.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.07","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","25.58","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","25.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STO","Statoil ASA","13.13","41866936462.39","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SPLP","Steel Partners Holdings LP","13.09","348481770.56","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SCS","Steelcase Inc.","11.98","1465898988.28","n/a","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SCM","Stellus Capital Investment Corporation","8.03","100214094.86","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","24.55","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"SCL","Stepan Company","43.22","962088091.44","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STE","STERIS plc","64.2","5510701245.6","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","13.87","1799503897.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STC","Stewart Information Services Corporation","32.99","768191944","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","30.25","2102612220.5","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SFN","Stifel Financial Corporation","25.5115","1250800731.327","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sfn",
"SWC","Stillwater Mining Company","6.72","813094101.12","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","5.31","4664869392.87","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SGY","Stone Energy Corporation","2.49","142164219.36","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","10.39","163971873.39","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","9.95","95650872.35","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"SGM","Stonegate Mortgage Corporation","3.87","99785844.72","n/a","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sgm",
"STON","StoneMor Partners L.P.","26.06","828163476.3","n/a","2004","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","11.7","326569791.6","n/a","1997","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","24.92","3161320423.8","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"SGL","Strategic Global Income Fund, Inc.","8.62","157391097.36","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sgl",
"SYK","Stryker Corporation","98.1","36838730959.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"RGR","Sturm, Ruger & Company, Inc.","62.85","1175391160.5","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","21.14","1284143528.78","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SCNB","Suffolk Bancorp","24.92","293875479.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scnb",
"SMFG","Sumitomo Mitsui Financial Group Inc","5.16","35274254973","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","9.59","831740786.31","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^A","Summit Hotel Properties, Inc.","26.16","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^a",
"INN^B","Summit Hotel Properties, Inc.","25.8701","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","23.8001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"SUM","Summit Materials, Inc.","14.77","1545508887.37","n/a","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","14.5","963851163","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","64.44","3514972206.96","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","25.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SLF","Sun Life Financial Inc.","27.26","16692109993.62","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","6.26","290602915.66","n/a","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","3.06","195807772.08","n/a","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","21.22","32783620158.14","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SUNE","SunEdison, Inc.","2.36","747462437.92","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/sune",
"SXL","Sunoco Logistics Partners LP","17.72","4781912289.2","n/a","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","23.81","1769840610.39","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","11.68","2436339796.48","n/a","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^D","Sunstone Hotel Investors, Inc.","25.24","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^d",
"STI","SunTrust Banks, Inc.","32.84","16735690099","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.A","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI.WS.B","SunTrust Banks, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","23.07","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SPN","Superior Energy Services, Inc.","8.97","1352098018.05","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","18.8","494297289.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SVU","SuperValu Inc.","4.25","1130118809","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/svu",
"SWFT","Swift Transportation Company","17.19","2457454913.19","n/a","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","9.67","256809951.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYF","Synchrony Financial","25.01","20853985133.75","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SYT","Syngenta AG","81","37642987845","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","86.12","3417484802.88","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","27.16","3547107325.72","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","27.798","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"GJH","SYNTHETIC FIXED INCOME SECURITIES INC","9.72","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJO","SYNTHETIC FIXED INCOME SECURITIES INC","20.49","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"GJS","SYNTHETIC FIXED INCOME SECURITIES INC","17.84","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"GJP","Synthetic Fixed-Income Securities, Inc.","20.26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","19.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","18.17","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.4","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYY","Sysco Corporation","42.71","24114205832.54","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","8.26","304452762.88","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"DATA","Tableau Software, Inc.","39.86","2887126286.48","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","7.58","1723704741.98","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","13.08","632813042.16","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlrd",
"TWN","Taiwan Fund, Inc. (The)","14.33","117806930","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","22.3","115649494800","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"XRS","TAL Education Group","43.71","3493038229.98","n/a","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xrs",
"TAL","TAL International Group, Inc.","9.66","321246111.06","n/a","2005","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tal",
"TLN","Talen Energy Corporation","6.49","834022897.29","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tln",
"TEGP","Tallgrass Energy GP, LP","11.3","1776692672","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","29.13","1764651355.44","n/a","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"SKT","Tanger Factory Outlet Centers, Inc.","29.93","2868712472.49","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"TAOM","Taomee Holdings Limited","3.41","121314187.28","n/a","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/taom",
"NGLS","Targa Resources Partners LP","11.11","2053660180.11","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngls",
"NGLS^A","Targa Resources Partners LP","17.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","18.16","1017298720.32","n/a","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","68.76","42359708703.6","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","131.8","5645425381.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","22.41","11414127498.03","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","66.99","4035046251.39","n/a","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","24.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","12.11","1480658504.64","n/a","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tmhc",
